Cultivar,L_1,a_1,b_1,C_1,h_1,L_6,a_6,b_6,C_6,h_6,L_9,a_9,b_9,C_9,h_9,L_11,a_11,b_11,C_11,h_11,L_14,a_14,b_14,C_14,h_14,Vase_life
KW,55.09,1.79,1.07,2.085425616,0.538774765,91.07,-0.84,6.04,6.098130861,-1.43260983,85.17,-0.74,5.05,5.103929858,-1.425297182,90.14,-1.15,11.28,11.33846991,-1.469197005,74.4,3.31,18.77,19.059617,1.396245701,10
KW,55.4,1.74,1.2,2.113669794,0.603749333,91.02,-0.85,6.12,6.178745827,-1.432790303,73.95,-0.18,5.43,5.432982606,-1.53765929,89.91,-1.14,11.03,11.08875557,-1.467807514,73.91,3.18,18.83,19.09663059,1.403495449,10
KW,55.43,1.86,1.23,2.229910312,0.584271278,91.14,-0.88,6.15,6.21264034,-1.428671637,74.23,-0.19,5.45,5.453310921,-1.535948055,89.86,-1.2,10.81,10.87640106,-1.460240639,73.01,3.44,18.54,18.85643657,1.387337872,10
KW,77.15,-2.89,5.14,5.896753344,-1.058591624,90.95,-2.12,7.76,8.044376918,-1.304108168,87.03,-2.2,6.4,6.767569726,-1.23970025,93.19,-2.28,8.04,8.357032966,-1.294469052,82.91,-0.44,17.48,17.48553688,-1.545630016,10
KW,83.53,-3.24,5.39,6.288855222,-1.029558719,90.85,-2.11,7.82,8.099660487,-1.307251364,87.4,-2.31,6.53,6.926543149,-1.230782963,93.02,-2.28,7.99,8.308940967,-1.292827301,81.4,-0.39,16.56,16.56459175,-1.547249955,10
KW,85.64,-3.36,5.31,6.283764795,-1.006630267,90.77,-2.08,7.94,8.207923002,-1.314588821,86.9,-2.17,6.58,6.928585714,-1.25224065,93.05,-2.38,8.06,8.404046644,-1.283670483,80.89,-0.25,16.04,16.04194814,-1.555211554,10
KW,72.35,-0.81,3.37,3.465977496,-1.334914684,89.2,0.23,1.24,1.261150269,1.387396743,91.42,-0.96,3.71,3.832192584,-1.317590001,93.95,-1.43,5.05,5.248561708,-1.294852068,91.21,-1.56,5.19,5.419381884,-1.27880931,13
KW,74.86,-1.25,3.36,3.584982566,-1.214637469,89,0.36,1.14,1.195491531,1.264917455,90.96,-0.85,3.39,3.494939198,-1.325123701,93.99,-1.47,5.02,5.230802998,-1.285931636,90.3,-1.41,4.67,4.878216887,-1.277572403,13
KW,75.28,-1.24,3.4,3.619060652,-1.221081036,89.11,0.25,1.27,1.294372435,1.376431061,90.66,-0.93,3.36,3.486330449,-1.300770711,93.93,-1.42,5.04,5.236220011,-1.296169264,90.31,-1.35,4.34,4.54511826,-1.269223966,13
KW,83.07,-3.77,7.3,8.216014849,-1.094084682,89.05,-1.92,6.41,6.691375046,-1.279768963,91.87,-2.66,7.67,8.118158658,-1.236970006,93.16,-2.76,8.89,9.308582062,-1.269769954,86.3,-3.3,11.44,11.90645203,-1.289958602,12
KW,84.49,-4.09,8.02,9.002694041,-1.099200549,89.59,-2.02,6.49,6.797094968,-1.269052409,91.49,-2.53,7.34,7.763794176,-1.238862825,92.73,-2.8,8.72,9.158515163,-1.260095046,84.34,-3.1,10.66,11.10160349,-1.287794896,12
KW,88.02,-4.37,9.34,10.31176513,-1.13317321,90.18,-2.15,6.77,7.103196464,-1.26329236,92.19,-2.64,7.84,8.272557041,-1.245987678,93.4,-2.85,8.95,9.392816404,-1.262512972,77.84,-2.17,8.26,8.54028688,-1.3138898,12
KW,81.44,-5.1,13.55,14.47800055,-1.210813046,90.86,-1.81,6.82,7.056096655,-1.311380716,89,-2.51,6.85,7.295382101,-1.219566024,91.8,-2.8,11.51,11.84567854,-1.332164835,91.98,-3.31,11.31,11.78440495,-1.286085752,13
KW,82.04,-5.15,13.37,14.32757481,-1.203121391,91.01,-1.73,6.81,7.026307707,-1.322020651,77.81,-1.77,5.08,5.379526001,-1.235525138,91.33,-2.79,11.34,11.67817195,-1.329555964,92.3,-3.35,11.64,12.11247704,-1.290568795,13
KW,82.36,-5.28,13.41,14.41202623,-1.195701571,91.06,-1.87,6.81,7.062081846,-1.302805581,82.15,-2.04,5.35,5.725740127,-1.206506498,91.1,-2.8,11.24,11.58350551,-1.326655184,92.3,-3.33,11.67,12.13580652,-1.292836226,13
KW,74.07,-1.42,4.01,4.253998119,-1.230460552,68.61,-1.17,19.4,19.43524891,-1.510560008,85.06,-0.91,7.38,7.435892683,-1.448109387,90.36,-1.95,7.48,7.73,-1.31577721,90.97,-2.31,10.35,10.60464992,-1.351206853,13
KW,75.09,-1.52,4.39,4.645696934,-1.237473791,67.32,-2.62,27.38,27.50506862,-1.475396515,85.63,-0.91,7.38,7.435892683,-1.448109387,90.55,-1.89,8.08,8.298102193,-1.341016727,91.49,-2.25,9.4,9.665531543,-1.335854968,13
KW,75.56,-1.57,5.18,5.412698033,-1.276508183,63.59,-3.16,29.2,29.37048859,-1.46299667,85.97,-0.81,7.25,7.29510795,-1.459533596,90.8,-1.99,8.35,8.583856942,-1.33683728,91.24,-2.69,9.65,10.01791395,-1.298941114,13
KW,88.66,-3.49,6.04,6.975793862,-1.046849396,87.82,-1.96,6.76,7.038408911,-1.288593487,89.22,-2.65,11.27,11.57736585,-1.339854035,90.45,-0.97,7.52,7.582301761,-1.442515293,88.51,-2.73,13.89,14.15574088,-1.376725775,12
KW,87.81,-3.61,6.4,7.347931682,-1.057220715,88.11,-1.98,6.88,7.15924577,-1.290578021,88.07,-2.62,22.23,22.38386249,-1.453478787,88.94,-1.73,9.99,10.13868828,-1.399323751,88.46,-2.68,13.84,14.0970919,-1.379522004,12
KW,88.25,-3.55,6.25,7.187836949,-1.054238645,87.04,-1.96,6.66,6.942420327,-1.28458231,86.99,-2.44,10.78,11.05269198,-1.348201984,88.87,-1.76,10.01,10.16354761,-1.396751087,88.55,-2.56,13.98,14.21245932,-1.389684174,12
KW,85.07,-2.52,4.82,5.439007262,-1.089058586,83.03,-0.28,3.08,3.092701085,-1.48013644,78.98,0.04,2.47,2.470323865,1.55460341,91.21,-1.48,5.63,5.821279928,-1.313734918,87.01,-1.87,12.04,12.18435472,-1.416711832,11
KW,85.23,-2.56,4.86,5.493013745,-1.085979242,82.13,-0.39,3.04,3.064914354,-1.443203788,78.29,-0.07,2.4,2.401020616,-1.541637927,91.48,-1.81,6.36,6.612541115,-1.293535305,87.14,-1.65,11.96,12.07328042,-1.433701859,11
KW,85.59,-2.6,4.89,5.538239793,-1.082113562,83.14,-0.32,3.09,3.10652539,-1.467604306,77.88,-0.07,2.37,2.37103353,-1.541269046,92.04,-2.06,7.55,7.825988755,-1.304432208,86.83,-1.87,11.91,12.05591141,-1.41505689,11
KW,85.52,-1.85,3,3.52455671,-1.018211977,79.07,0.74,1.2,1.409822684,1.018211977,80.5,0.11,1.95,1.9531001,1.514445791,92.89,-1.15,4.86,4.994206644,-1.338444482,91.65,-1.4,7.12,7.256335163,-1.376643999,10
KW,85.56,-1.84,2.87,3.409178787,-1.000692544,71.52,1.16,0.87,1.45,0.643501109,82.73,0.04,2.25,2.250355527,1.553020422,90.43,-0.85,3.93,4.020870553,-1.357792279,91.51,-1.58,6.94,7.11758386,-1.34694608,10
KW,85.63,-1.8,2.93,3.438735233,-1.019903394,71.99,1.34,1.15,1.76581426,0.709240523,85.47,-0.23,2.67,2.679888057,-1.484866134,91.5,-0.94,4.29,4.391776406,-1.355091067,91.47,-1.5,6.88,7.041619132,-1.356132289,10
KW,57.97,-0.56,4.85,4.882222854,-1.455841462,87.86,-0.29,2.95,2.964219965,-1.472806088,77.8,0.25,0.74,0.781088983,1.244997212,91.56,-1.53,6.91,7.077358264,-1.352893664,90.2,-1.38,9.03,9.1348399,-1.41914575,13
KW,61.66,-0.62,3.62,3.672710171,-1.401171404,87.73,-0.41,3.12,3.146823796,-1.440134754,73.41,1.06,-0.12,1.066770828,-0.112727612,91.41,-1.57,6.87,7.047112884,-1.346124683,89.99,-1.28,8.67,8.763977408,-1.424219623,13
KW,63.13,-0.78,3.32,3.410395871,-1.340041455,87.78,-0.44,3.3,3.329204109,-1.438244794,78.09,0.6,0.2,0.632455532,0.321750554,91.71,-1.58,6.99,7.166344954,-1.348494886,90.08,-1.37,8.64,8.747942615,-1.413540739,13
KW,86.88,-1.79,2.44,3.026169196,-0.93786984,87.12,-0.71,4.27,4.328625648,-1.406027444,88.72,-1.27,4.22,4.406960404,-1.278470156,91.42,-1.19,8.32,8.40467132,-1.428731007,81.42,0.41,11.68,11.68719385,1.535707994,10
KW,89.73,-1.94,2.69,3.316579563,-0.945990265,87.75,-0.68,4.41,4.462118331,-1.417806225,86.84,-1.15,4.36,4.509112995,-1.312908214,91.57,-1.29,8.33,8.429294158,-1.417154846,78.62,0.54,11.23,11.24297558,1.522747851,10
KW,90.71,-1.95,2.84,3.445010885,-0.969106977,87.97,-0.72,4.44,4.497999555,-1.410033586,87.27,-1.13,4.23,4.378333016,-1.309752564,91.8,-1.23,8.29,8.380751756,-1.423499392,79.34,0.42,11.39,11.397741,1.533938575,10
KW,79.71,-2.25,4.7,5.21080608,-1.124314414,90.21,-1.27,4.3,4.483625765,-1.283612098,87,-1.13,3.73,3.897409396,-1.276636172,91.68,-2.18,7.37,7.68565547,-1.283202923,86.68,-1.27,14.48,14.53558736,-1.483313009,11
KW,85.93,-2.81,5.01,5.744231889,-1.059639678,91.37,-1.47,4.9,5.115750189,-1.279339532,87.14,-1.22,3.85,4.038675525,-1.263923296,91.58,-2.26,7.51,7.842684489,-1.278484623,85.47,-1.33,14.22,14.28206218,-1.477537396,11
KW,86.76,-2.94,5.08,5.869412236,-1.046155762,91.6,-1.58,5.04,5.281855734,-1.267007912,87.66,-1.35,4.07,4.288053171,-1.250520698,91.28,-2.29,7.5,7.841817391,-1.274453777,85.91,-1.33,14.29,14.35175947,-1.477991603,11
KW,81.05,-1.49,3.16,3.493665697,-1.130192013,89.79,-1.25,8.21,8.304613176,-1.419703346,83.24,-0.73,6.48,6.520989189,-1.458614975,88.53,-1.91,10.12,10.29866496,-1.384255416,91.73,-3.16,11.25,11.68537975,-1.296963548,13
KW,84.5,-1.81,3.26,3.728766552,-1.063958307,90.84,-1.24,8.14,8.233905513,-1.419624375,82.17,-0.06,7.56,7.560238091,-1.562859985,88.45,-1.85,10.19,10.35657279,-1.391201917,91.33,-3.25,11.32,11.77730445,-1.29121372,13
KW,87.4,-1.94,3.39,3.90585458,-1.05101509,91.46,-1.24,8.09,8.184479214,-1.41870436,83.05,-0.81,7.73,7.77232269,-1.4663908,88.38,-1.81,10.18,10.33965667,-1.394835541,91.18,-3.31,12.23,12.67000395,-1.306482528,13
KW,73.63,-1.31,4.77,4.946615004,-1.30277123,89.95,-0.9,4.99,5.070512795,-1.39235401,91.21,-1.15,6.01,6.119035872,-1.381733907,90.8,-1.55,7.29,7.452959144,-1.361296095,90.69,-2.96,12.79,13.12805012,-1.343369446,13
KW,83.81,-2.43,6.18,6.640579794,-1.196162365,90.07,-0.79,4.93,4.992894952,-1.411903742,91.08,-1.42,8.41,8.529038633,-1.403527375,90.5,-1.58,6.98,7.156591367,-1.348186813,90.66,-2.99,12.9,13.24198248,-1.343035233,13
KW,85.83,-2.6,6.59,7.084356005,-1.195008132,90.52,-0.83,5.11,5.176968225,-1.409775921,90.73,-1.37,8.09,8.20518129,-1.403042967,90.47,-1.52,6.94,7.104505613,-1.355180807,90.71,-2.99,12.86,13.20301859,-1.342351156,13
KW,86.45,-2.86,4.94,5.708169584,-1.046000555,85.43,-0.53,3.3,3.342289634,-1.411550188,88.81,-1.3,5.77,5.914634393,-1.349193225,89.96,-1.12,6.34,6.438167441,-1.395944175,87.15,-1.8,11.72,11.85741962,-1.418403474,11
KW,87.54,-2.97,4.92,5.746938315,-1.027691068,84.96,-0.51,3.35,3.38859853,-1.41971756,89.18,-1.27,5.78,5.917879688,-1.354510074,90.69,-1.17,6.36,6.466722508,-1.388868141,85.8,-1.84,11.27,11.41921626,-1.408958896,11
KW,87.86,-3.01,5.09,5.913391582,-1.03675725,85.11,-0.58,3.48,3.528002268,-1.405647649,89.42,-1.28,5.76,5.900508453,-1.352127381,91.14,-1.2,6.42,6.531186722,-1.386012711,84.06,-1.67,10.4,10.53322838,-1.411578593,11
KW,87.22,-2.95,4.37,5.272513632,-0.97700736,92.06,-1.63,6.2,6.410686391,-1.313710802,87.74,-2.36,6.87,7.264055341,-1.239903668,93.08,-1.7,6.89,7.096625959,-1.328893525,84.15,-0.46,16.02,16.02660288,-1.542090107,10
KW,88.05,-3.02,4.44,5.369729975,-0.97349647,92.4,-1.71,6.42,6.643831726,-1.310484802,85.38,-2.06,7.3,7.585090639,-1.295756345,93.22,-1.59,6.85,7.032112058,-1.342718434,84.27,-0.61,16.6,16.61120405,-1.534065866,10
KW,88.46,-3.13,4.47,5.456903884,-0.959920235,92.74,-1.69,6.56,6.774193679,-1.318657027,87.52,-2.14,7.5,7.799333305,-1.292848904,93.24,-1.58,6.83,7.010370889,-1.343462891,84.03,-0.74,15.88,15.89723246,-1.524230517,10
KW,84.38,-2.14,7.04,7.358070399,-1.275694664,85.4,-0.31,10.65,10.65451078,-1.541696562,78.27,1.23,11.73,11.79431219,1.466318802,76.5,2.94,15.25,15.53081131,1.380345977,87.7,-1.62,12.72,12.82274542,-1.444119804,11
KW,84.53,-2.18,7.07,7.398466057,-1.271701152,85.25,-0.33,10.74,10.74506864,-1.540079734,77.46,1.36,12.14,12.21594041,1.45923511,76.24,2.9,15.11,15.3857759,1.381176264,87.9,-1.64,12.41,12.51789519,-1.439406173,11
KW,84.46,-2.16,7.27,7.5840952,-1.281991711,85.3,-0.33,10.7,10.70508758,-1.539964978,78,1.23,12.06,12.12256161,1.469157719,76,2.87,15.16,15.42927412,1.383696577,88.25,-1.52,12.33,12.42333691,-1.448138615,11
KW,90.02,-2.26,2.86,3.645161176,-0.902053599,89.46,-0.77,5.31,5.365538184,-1.426790683,88.53,-1.2,6.6,6.708203932,-1.390942827,88.88,-0.83,9.52,9.556113227,-1.483831354,90.5,-2.26,9.34,9.60953693,-1.333389452,11
KW,90.35,-2.37,2.98,3.807532009,-0.898926583,88.89,-0.64,5.25,5.288865663,-1.449490103,90.21,-1.34,6.51,6.646480272,-1.367794452,88.95,-0.82,9.48,9.515398047,-1.484513196,91.26,-2.39,9.32,9.621564322,-1.319767826,11
KW,90.29,-2.4,3.02,3.857512152,-0.89929424,88.88,-0.67,5.4,5.441406068,-1.447353117,90.59,-1.24,6.47,6.58775379,-1.3814387,89.05,-0.8,9.45,9.48380198,-1.486341611,91.61,-2.41,9.33,9.636233704,-1.318015154,11
